DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2013,28660,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2014,29020,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2015,29530,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2016,29980,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2017,30690,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2018,31150,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2019,31560,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2020,29590,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2021,31400,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2022,32280,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA19,2023,32230,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2000,26350,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2001,26830,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2002,26940,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2003,27000,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2004,27470,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2005,27810,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2006,28600,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2007,29310,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2008,29290,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2009,27900,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2010,28430,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2011,28850,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2012,28530,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2013,28440,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2014,28790,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2015,29310,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2016,29750,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2017,30470,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2018,30930,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2019,31340,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2020,29380,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2021,31200,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2022,32090,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EA20,2023,32040,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2000,7540,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2001,8040,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2002,8640,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2003,9350,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2004,10050,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2005,11070,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2006,12230,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2007,13230,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2008,12590,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2009,10770,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2010,11060,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2011,11930,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2012,12410,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2013,12680,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2014,13140,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2015,13410,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2016,13800,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2017,14580,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2018,15070,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2019,15570,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2020,15070,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2021,16130,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2022,16120,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2023,15250,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2000,17430,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2001,18050,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2002,18690,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2003,19730,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2004,20670,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2005,20740,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2006,21840,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2007,22500,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2008,22370,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2009,21350,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2010,20150,b
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2011,18130,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2012,16940,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2013,16630,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2014,16830,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2015,16900,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2016,16890,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2017,17110,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2018,17430,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2019,17780,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2020,16150,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2021,17600,p
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2022,18690,p
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2023,19150,p
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2000,21640,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2001,22380,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2002,22630,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2003,22870,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2004,23210,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2005,23600,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2006,24160,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2007,24530,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2008,24320,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2009,23210,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2010,23130,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2011,22900,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2012,22240,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2013,22000,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2014,22400,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2015,23340,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2016,24000,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2017,24650,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2018,25130,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2019,25420,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2020,22510,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2021,24020,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2022,25270,p
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2023,25620,p
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2000,22540,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2001,22980,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2002,23180,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2003,23300,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2004,23810,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2005,24180,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2006,24950,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2007,25650,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2008,25720,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2009,24550,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2010,25040,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2011,25490,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2012,25260,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2013,25230,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2014,25600,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2015,26140,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2016,26590,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2017,27290,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2018,27790,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2019,28250,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2020,26640,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2021,28320,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2022,29160,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2023,29160,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2000,23070,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2001,23540,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2002,23780,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2003,24010,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2004,24520,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2005,24930,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2006,25680,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2007,26350,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2008,26370,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2009,25160,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2010,25640,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2011,26050,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2012,25880,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2013,25920,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2014,26330,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2015,26870,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2016,27300,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2017,27960,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2018,28420,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2019,28850,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2000,30500,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2001,31240,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2002,31690,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2003,32250,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2004,33440,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2005,34250,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2006,35490,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2007,37220,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2008,37340,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2009,34160,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2010,35080,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2011,35750,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2012,35040,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2013,34540,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2014,34220,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2015,34270,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2016,35060,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2017,36130,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2018,36510,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2019,36970,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2020,35990,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2021,36900,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2022,37330,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2023,36760,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2000,28770,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2001,29110,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2002,29210,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2003,29290,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2004,29910,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2005,30250,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2006,30870,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2007,31460,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2008,31410,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2009,30370,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2010,30830,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2011,31430,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2012,31340,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2013,31430,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2014,31580,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2015,31780,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2016,31930,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2017,32470,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2018,32850,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2019,33390,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2020,30800,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2021,32800,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2022,33540,p
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2023,33750,p
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2000,7940,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2001,8510,b
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2002,8990,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2003,9500,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2004,9890,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2005,10310,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2006,10830,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2007,11380,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2008,11610,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2009,10790,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2010,10680,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2011,10710,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2012,10490,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2013,10500,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2014,10510,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2015,10850,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2016,11340,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2017,11840,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2018,12310,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2019,12810,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2020,11770,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2021,13610,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2022,14750,e
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2000,7910,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2001,8250,
ESTAT:SDG_08_10(1.0),23/09/24 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2002,8670,
